endpoint,is_active,name,position,years_active
/players/R/RilePr00.htm,False,Preston Riley,WR,1970-1973
/players/R/RileSt20.htm,False,Steve Riley,T,1974-1984
/players/R/RileVi20.htm,False,Victor Riley,T-G,1998-2005
/players/R/RimiDa20.htm,False,Dave Rimington,C,1983-1989
/players/R/RimpBr20.htm,False,Brian Rimpf,G-T,2004-2005
/players/R/RindSt20.htm,False,Stuart Rindy,T,1987-1987
/players/R/RineCh20.htm,False,Chad Rinehart,T,2009-2014
/players/R/RingBi00.htm,False,Bill Ring,RB,1981-1986
/players/R/RingJa00.htm,False,Javon Ringer,RB,2009-2012
/players/R/RingCh00.htm,True,Christian Ringo,DE,2016-2016
/players/R/RingJi00.htm,False,Jim Ringo,C,1953-1967
/players/R/RingCa20.htm,False,Carroll Ringwalt,C-G,1930-1931
/players/R/RiopHo20.htm,False,Hop Riopel,TB,1925-1925
/players/R/RiorMi20.htm,False,Mike Riordan,E-BB,1929-1929
/players/R/RiorTi20.htm,False,Tim Riordan,QB,1987-1987
/players/R/RipkAa00.htm,True,Aaron Ripkowski,FB,2015-2016
/players/R/RishAl20.htm,False,Alan Risher,QB,1985-1987
/players/R/RisiCo00.htm,False,Cody Risien,T-G,1979-1989
/players/R/RiskEd20.htm,False,Ed Risk,DB,1932-1932
/players/R/RislEl20.htm,False,Elliott Risley,T,1921-1923
/players/R/RisoAn00.htm,False,Andre Rison,WR,1989-2000
/players/R/RissRa20.htm,False,Ray Rissmiller,T,1966-1968
/players/R/RisvRa20.htm,False,Ray Risvold,B,1927-1928
/players/R/RitcJi00.htm,False,Jim Ritcher,G,1980-1995
/players/R/RitcJa20.htm,False,James Ritchey,QB,1997-1997
/players/R/RitcDe20.htm,False,Del Ritchhart,C,1936-1937
/players/R/RitcJo00.htm,False,Jon Ritchie,FB,1998-2004
/players/R/RitzCo20.htm,False,Constantin Ritzmann,DE,2005-2005
/players/R/RiveGa20.htm,False,Gabe Rivera,NT,1983-1983
/players/R/RiveHa20.htm,False,Hank Rivera,DB,1962-1963
/players/R/RiveMa01.htm,False,Marco Rivera,G,1997-2006
/players/R/RiveMi00.htm,False,Mike Rivera,LB,2012-2012
/players/R/RiveMy00.htm,True,Mychal Rivera,TE,2013-2016
/players/R/RiveRo20.htm,False,Ron Rivera,LB,1984-1992
/players/R/RiveSt00.htm,False,Steve Rivera,WR,1976-1977
/players/R/RiveGa21.htm,False,Garland Rivers,DB,1987-1987
/players/R/RiveGe00.htm,True,Gerald Rivers,DE,2013-2013
/players/R/RiveJa20.htm,False,Jamie Rivers,LB,1968-1975
/players/R/RiveKe99.htm,False,Keith Rivers,LB,2008-2014
/players/R/RiveMa00.htm,False,Marcellus Rivers,TE,2001-2007
/players/R/RiveNa20.htm,False,Nate Rivers,RB,1980-1980
/players/R/RivePh00.htm,True,Philip Rivers,QB,2004-2016
/players/R/RiveRe00.htm,False,Reggie Rivers,RB,1991-1996
/players/R/RiveRo00.htm,False,Ron Rivers,RB,1995-2000
/players/R/RiveDo20.htm,False,Don Rives,LB,1973-1978
/players/R/RizzJa00.htm,False,Jack Rizzo,RB,1973-1973
/players/R/RizzJo20.htm,False,Joe Rizzo,LB,1974-1980
/players/R/RoacDa00.htm,False,David Roach,DB,2009-2009
/players/R/RoacJo00.htm,False,John Roach,QB-DB,1956-1964
/players/R/RoacNi99.htm,False,Nick Roach,LB,2007-2013
/players/R/RoacRo20.htm,False,Rollin Roach,FB-WB,1927-1927
/players/R/RoacTr20.htm,False,Travis Roach,G,1974-1974
/players/R/RoacTr00.htm,True,Trevor Roach,LB,2015-2016
/players/R/RoacCa00.htm,False,Carl Roaches,WR,1980-1985
/players/R/RoafWi00.htm,False,Willie Roaf,T,1993-2005
/players/R/RoanMi00.htm,False,Michael Roan,TE,1995-2000
/players/R/RoanOs00.htm,False,Oscar Roan,TE,1975-1978
/players/R/RobbHa20.htm,False,Harry Robb,B,1921-1926
/players/R/RobbJo00.htm,False,Joe Robb,DE-LB,1959-1971
/players/R/RobbLo20.htm,False,Loyal Robb,T,1920-1920
/players/R/RobbSt20.htm,False,Stan Robb,E,1926-1926
/players/R/RobbAu20.htm,False,Austin Robbins,DT,1994-2000
/players/R/RobbBa00.htm,False,Barret Robbins,C,1995-2003
/players/R/RobbFr20.htm,False,Fred Robbins,DT,2000-2011
/players/R/RobbJa20.htm,False,Jack Robbins,TB,1938-1939
/players/R/RobbKe20.htm,False,Kevin Robbins,T-G,1989-1993
/players/R/RobbRa20.htm,False,Randy Robbins,DB,1984-1992
/players/R/RobbTo20.htm,False,Tootie Robbins,T,1982-1993
/players/R/RobeMi00.htm,False,Mike Roberg,TE,2001-2002
/players/R/RobeBo00.htm,False,Bo Roberson,FL-HB-WR,1961-1966
/players/R/RobeCh20.htm,False,Chris Roberson,DB,2005-2008
/players/R/RobeDe00.htm,False,Derrick Roberson,DB,2009-2010
/players/R/RobeJa20.htm,False,James Roberson,DE,1996-1999
/players/R/RobeLa20.htm,False,Lake Roberson,DE,1945-1945
/players/R/RobeMa00.htm,True,Marcus Roberson,CB,2014-2016
/players/R/RobeVe20.htm,False,Vern Roberson,DB,1977-1978
/players/R/RobeAl00.htm,False,Alfredo Roberts,TE-WR,1988-1992
/players/R/RobeAn00.htm,True,Andre Roberts,WR,2010-2016
/players/R/RobeAr00.htm,False,Archie Roberts,QB,1967-1967
/players/R/RobeBi20.htm,False,Bill Roberts,HB,1956-1956
/players/R/RobeC.00.htm,False,C.R. Roberts,FB,1959-1962
/players/R/RobeCl20.htm,False,Cliff Roberts,T,1961-1961
/players/R/RobeDa00.htm,True,Darryl Roberts,CB,2016-2016
/players/R/RobeEl00.htm,True,Elandon Roberts,ILB,2016-2016
/players/R/RobeFr20.htm,False,Fred Roberts,G,1930-1932
/players/R/RobeGa20.htm,False,Gary Roberts,G,1970-1970
/players/R/RobeEu00.htm,False,Gene Roberts,HB-FB,1947-1950
/players/R/RobeGe20.htm,False,George Roberts,P,1978-1982
/players/R/RobeGr20.htm,False,Greg Roberts,G,1979-1982
/players/R/RobeGu20.htm,False,Guy Roberts,B,1926-1927
/players/R/RobeGu21.htm,False,Guy Roberts,LB,1972-1977
/players/R/RobeHa20.htm,False,Hal Roberts,P,1974-1974
/players/R/RobeJa21.htm,False,Jack Roberts,B,1932-1934
/players/R/RobeLa21.htm,False,Larry Roberts,DE,1986-1993
/players/R/RobeMa20.htm,False,Mace Roberts,E-G-T,1920-1924
/players/R/RobeRa20.htm,False,Ray Roberts,T,1992-2000
/players/R/RobeRe20.htm,False,Red Roberts,T-E-TB-G,1922-1923
/players/R/RobeSe00.htm,True,Seth Roberts,WR,2015-2016
/players/R/RobeTe20.htm,False,Terrell Roberts,DB,2003-2004
/players/R/RobeTi20.htm,False,Tim Roberts,DE,1992-1995
/players/R/RobeTo20.htm,False,Tom Roberts,T-G,1943-1945
/players/R/RobeWa00.htm,False,Walter Roberts,WR-SE,1964-1970
/players/R/RobeWe20.htm,False,Wes Roberts,DE,1980-1980
/players/R/RobeWi00.htm,False,William Roberts,G-T,1984-1997
/players/R/RobeWi20.htm,False,Willie Roberts,DB,1973-1973
/players/R/RobeWo20.htm,False,Wooky Roberts,BB-TB,1922-1926
/players/R/RobeBe20.htm,False,Bernard Robertson,T,2002-2002
/players/R/RobeBo20.htm,False,Bob Robertson,T,1968-1968
/players/R/RobeBo21.htm,False,Bobby Robertson,C-HB-DB,1942-1942
/players/R/RobeCr00.htm,True,Craig Robertson,LB,2012-2016
/players/R/RobeDe20.htm,False,Dewayne Robertson,DT,2003-2008
/players/R/RobeHa21.htm,False,Harry Robertson,T,1922-1922
/players/R/RobeIs00.htm,False,Isiah Robertson,LB,1971-1982
/players/R/RobeJa00.htm,False,Jamal Robertson,RB,2002-2006
/players/R/RobeJa22.htm,False,James Robertson,B,1924-1925
/players/R/RobeMa21.htm,False,Marcus Robertson,DB,1991-2002
/players/R/RobeTo21.htm,False,Tom Robertson,C,1941-1946
/players/R/RobeTr01.htm,False,Tracy Robertson,DL,2013-2013
/players/R/RobeTr00.htm,True,Travian Robertson,DT,2012-2014
/players/R/RobeTy20.htm,False,Tyrone Robertson,DT,2001-2001
/players/R/RobePa20.htm,False,Paul Robeson,E-T,1921-1922
/players/R/RobeNi00.htm,True,Nickell Robey-Coleman,CB,2013-2016
/players/R/RobiAS00.htm,True,A'Shawn Robinson,DT,2016-2016
/players/R/RobiAd01.htm,False,Adrian Robinson,LB,2012-2013
/players/R/RobiAd00.htm,True,Adrien Robinson,TE,2012-2014
/players/R/RobiAl00.htm,True,Aldrick Robinson,WR,2012-2016
/players/R/RobiAl02.htm,True,Allen Robinson,WR,2014-2016
/players/R/RobiBi00.htm,False,Bill Robinson,HB,1952-1960
/players/R/RobiBi20.htm,False,Billy Robinson,DB,1987-1987
/players/R/RobiBo00.htm,False,Bo Robinson,RB-TE,1979-1984
/players/R/RobiBr20.htm,False,Bryan Robinson,DT-DE,1997-2010
/players/R/RobiCh20.htm,False,Charley Robinson,G-LB,1951-1954
/players/R/RobiCo00.htm,True,Corey Robinson,OT,2015-2016
/players/R/RobiCr20.htm,False,Craig Robinson,T,1972-1973
/players/R/RobiDa20.htm,False,Damien Robinson,DB,1998-2003
/players/R/RobiDa00.htm,False,Dave Robinson,LB,1963-1974
/players/R/RobiDe20.htm,False,DeJuan Robinson,DB,1987-1987
/players/R/RobiDe22.htm,False,DelJuan Robinson,DT,2008-2009
/players/R/RobiDe01.htm,True,Demarcus Robinson,WR,2016-2016
/players/R/RobiDe00.htm,True,Denard Robinson,WR,2013-2016
/players/R/RobiDe21.htm,False,Derreck Robinson,DE,2005-2010
/players/R/RobiDo20.htm,False,Don Robinson,T,1987-1987
/players/R/RobiDu20.htm,False,Dunta Robinson,DB,2004-2013
/players/R/RobiEd20.htm,False,Ed Robinson,B,1923-1926
/players/R/RobiEd21.htm,False,Ed Robinson,LB,1994-1994
/players/R/RobiEd22.htm,False,Eddie Robinson,LB,1992-2002
/players/R/RobiEd00.htm,True,Edmond Robinson,OLB,2015-2016
/players/R/RobiEu00.htm,False,Eugene Robinson,DB,1985-2000
/players/R/RobiFr20.htm,False,Frank Robinson,DB,1992-1993
/players/R/RobiFr21.htm,False,Fred Robinson,G,1957-1957
/players/R/RobiFr22.htm,False,Fred Robinson,LB-DE,1984-1986
/players/R/RobiFr23.htm,False,Freddie Robinson,DB,1987-1988
/players/R/RobiGe20.htm,False,Gerald Robinson,DE-DT,1986-1994
/players/R/RobiGe00.htm,True,Gerrell Robinson,WR,2012-2014
/players/R/RobiGi21.htm,False,Gijon Robinson,TE,2008-2010
/players/R/RobiGi20.htm,False,Gil Robinson,E,1933-1933
/players/R/RobiGl20.htm,False,Glenn Robinson,DE-LB,1975-1977
/players/R/RobiGr20.htm,False,Greg Robinson,T,1986-1987
/players/R/RobiGr00.htm,False,Greg Robinson,RB,1993-1996
/players/R/RobiGr01.htm,True,Greg Robinson,OT,2014-2016
/players/R/RobiGr21.htm,False,Gregg Robinson,DE-NT,1978-1978
/players/R/RobiJa20.htm,False,Jack Robinson,T,1935-1938
/players/R/RobiJa21.htm,False,Jacque Robinson,FB,1987-1987
/players/R/RobiJe00.htm,False,Jeff Robinson,TE,1993-2009
/players/R/RobiJe20.htm,False,Jeroy Robinson,LB,1990-1990
/players/R/RobiJe01.htm,False,Jerry Robinson,FL-WR,1962-1965
/players/R/RobiJe02.htm,False,Jerry Robinson,LB,1979-1991
/players/R/RobiJi00.htm,False,Jim Robinson,WR,1976-1980
/players/R/RobiJo20.htm,False,Johnnie Robinson,DB,1966-1966
/players/R/RobiJo00.htm,False,Johnny Robinson,DB-FL-HB,1960-1971
/players/R/RobiJo21.htm,False,Johnny Robinson,NT,1981-1983
/players/R/RobiJo01.htm,True,Josh Robinson,CB,2012-2016
/players/R/RobiJo02.htm,True,Josh Robinson,RB,2015-2015
/players/R/RobiJu20.htm,False,Junior Robinson,DB,1990-1992
/players/R/RobiKe01.htm,True,Keenan Robinson,OLB,2012-2016
/players/R/RobiKe00.htm,False,Kevin Robinson,WR,2008-2008
/players/R/RobiKh00.htm,True,Khiry Robinson,RB,2013-2015
/players/R/RobiKo00.htm,False,Koren Robinson,WR,2001-2008
/players/R/RobiLa00.htm,False,Larry Robinson,RB,1973-1973
/players/R/RobiLa20.htm,False,Larry Robinson,DB,1987-1987
/players/R/RobiLa01.htm,False,Laurent Robinson,WR,2007-2012
/players/R/RobiLe99.htm,False,Lee Robinson,LB,2010-2010
/players/R/RobiLu00.htm,True,Luther Robinson,DE,2014-2014
/players/R/RobiLy20.htm,False,Lybrant Robinson,DE,1989-1989
/players/R/RobiMa00.htm,False,Marcus Robinson,WR,1998-2006
/players/R/RobiMa20.htm,False,Mark Robinson,DB,1984-1990
/players/R/RobiMa01.htm,False,Matt Robinson,QB,1977-1982
/players/R/RobiMi00.htm,False,Michael Robinson,FB,2006-2013
/players/R/RobiMi20.htm,False,Mike Robinson,DE,1981-1982
/players/R/RobiMi21.htm,False,Mike Robinson,DB,1996-1996
/players/R/RobiPa20.htm,False,Patrick Robinson,WR,1993-1994
/players/R/RobiPa99.htm,True,Patrick Robinson,DB,2010-2016
/players/R/RobiPa00.htm,False,Paul Robinson,RB,1968-1973
/players/R/RobiRa20.htm,False,Rafael Robinson,DB,1992-1997
/players/R/RobiRa99.htm,False,Ramzee Robinson,DB,2007-2009
/players/R/RobiRa00.htm,True,Rashard Robinson,CB,2016-2016
/players/R/robinrex01.htm,False,Rex Robinson,K,1982-1982
/players/R/RobiRy01.htm,True,Ryan Robinson,DE,2013-2013
/players/R/RobiRy00.htm,False,Ryne Robinson,WR,2007-2007
/players/R/RobiSh20.htm,False,Shelton Robinson,LB,1982-1988
/players/R/RobiSt00.htm,False,Stacy Robinson,WR,1985-1990
/players/R/RobiTe20.htm,False,Terrence Robinson,LB,2003-2003
/players/R/RobiTo20.htm,False,Tony Robinson,QB,1987-1987
/players/R/RobiTr20.htm,False,Travaris Robinson,DB,2003-2003
/players/R/RobiTr02.htm,True,Trent Robinson,S,2012-2015
/players/R/RobiTr01.htm,True,Trevor Robinson,G,2012-2015
/players/R/RobiVi00.htm,False,Virgil Robinson,RB,1971-1972
/players/R/RobiWa00.htm,False,Wayne Robinson,LB-C,1952-1956
/players/R/RobiWi00.htm,False,Will Robinson,T,2012-2012
/players/R/RobiWi20.htm,False,William Robinson,T,2009-2009
/players/R/RobiZa00.htm,False,Zac Robinson,QB,2012-2012
/players/R/RobiBr00.htm,False,Brian Robiskie,WR,2009-2013
/players/R/RobiTe00.htm,False,Terry Robiskie,RB,1977-1981
/players/R/RobiBr98.htm,True,Brian Robison,DE,2007-2016
/players/R/RobiBu20.htm,False,Burle Robison,E-C,1935-1935
/players/R/RobiGe21.htm,False,George Robison,G,1952-1952
/players/R/RobiTo21.htm,False,Tommy Robison,LB,1987-1989
/players/R/RoblHa20.htm,False,Hal Robl,LB,1945-1945
/players/R/RobnEd20.htm,False,Ed Robnett,FB-LB,1947-1947
/players/R/RobnMa20.htm,False,Marshall Robnett,C-G,1943-1945
/players/R/RoboFr20.htm,False,Frank Robotti,LB,1961-1961
/players/R/RobuAn00.htm,False,Andy Robustelli,DE,1951-1964
/players/R/RobyBr00.htm,True,Bradley Roby,CB,2014-2016
/players/R/RobyCo00.htm,False,Courtney Roby,WR,2005-2014
/players/R/RobyDo20.htm,False,Doug Roby,TB,1923-1923
/players/R/RobyRe20.htm,False,Reggie Roby,P,1983-1998
/players/R/RoccSa20.htm,False,Saverio Rocca,P,2007-2013
/players/R/RochAl20.htm,False,Alden Roche,DE,1970-1978
/players/R/RochBr00.htm,False,Brian Roche,TE,1996-1998
/players/R/RochPa00.htm,False,Paul Rochester,DT,1960-1969
/players/R/RockWa00.htm,False,Walt Rock,T-DT,1963-1973
/players/R/RockLy20.htm,False,Lyle Rockenbach,G,1943-1943
/players/R/RockDa20.htm,False,David Rocker,DT,1991-1994
/players/R/RockTr20.htm,False,Tracy Rocker,DT,1989-1990
/players/R/RockJi20.htm,False,Jim Rockford,DB,1985-1985
/players/R/RockCh20.htm,False,Chris Rockins,DB,1984-1987
/players/R/RockHa20.htm,False,Hank Rockwell,G,1940-1948
/players/R/RodaMi20.htm,False,Mike Rodak,BB-G,1939-1942
/players/R/RodeJe20.htm,False,Jeff Rodenberger,RB,1987-1987
/players/R/RodeMa20.htm,False,Mark Rodenhauser,C,1987-1999
/players/R/RodeMi20.htm,False,Mirro Roder,K,1973-1976
/players/R/RodeBe20.htm,False,Ben Roderick,B,1923-1927
/players/R/RodeJo00.htm,False,John Roderick,WR,1966-1968
/players/R/RodgAa00.htm,True,Aaron Rodgers,QB,2005-2016
/players/R/RodgDe00.htm,False,Del Rodgers,RB,1982-1988
/players/R/RodgDe20.htm,False,Derrick Rodgers,LB,1997-2004
/players/R/RodgHo20.htm,False,Hosea Rodgers,FB,1949-1949
/players/R/RodgJa00.htm,True,Jacquizz Rodgers,RB,2011-2016
/players/R/RodgJa01.htm,False,James Rodgers,WR,2012-2012
/players/R/RodgJo20.htm,False,John Rodgers,TE,1982-1984
/players/R/RodgJo00.htm,False,Johnny Rodgers,WR,1977-1978
/players/R/RodgRi00.htm,True,Richard Rodgers,TE,2014-2016
/players/R/RodgTo20.htm,False,Tom Rodgers,T,1947-1947
/players/R/RodgTy20.htm,False,Tyrone Rodgers,DT,1992-1994
/players/R/RodgWi00.htm,False,Willie Rodgers,RB,1972-1975
/players/R/RodgDo99.htm,True,Dominique Rodgers-Cromartie,DB,2008-2016
/players/R/RodrEv00.htm,True,Evan Rodriguez,TE,2012-2014
/players/R/RodrJe20.htm,False,Jess Rodriguez,TB,1929-1929
/players/R/RodrKe20.htm,False,Kelly Rodriguez,B,1930-1930
/players/R/RodrMi20.htm,False,Mike Rodriguez,LB,1987-1987
/players/R/RodrRu20.htm,False,Ruben Rodriguez,P,1987-1992
/players/R/RoexBi20.htm,False,Bill Roe,LB,1980-1987
/players/R/RoexJa00.htm,False,James Roe,WR,1996-1998
/players/R/RoedHe20.htm,False,Herb Roedel,G,1961-1961
/players/R/RoehJe20.htm,False,Jeff Roehl,T,2003-2003
/players/R/RoehJo20.htm,False,Jon Roehlk,G,1987-1987
/players/R/RoehBi20.htm,False,Bill Roehnelt,LB,1958-1962
/players/R/RoepJo20.htm,False,Johnny Roepke,TB-WB,1928-1928
/players/R/RoesFr20.htm,False,Fritz Roeseler,E,1922-1925
/players/R/RoetBe00.htm,True,Ben Roethlisberger,QB,2004-2016
/players/R/RoffBi20.htm,False,Bill Roffler,DB,1954-1954
/players/R/RogaJo20.htm,False,John Rogalla,FB,1945-1945
/players/R/RogaDa20.htm,False,Dan Rogas,G-DT-T,1951-1952
/players/R/RogeFr00.htm,False,Fran Rogel,FB,1950-1957
/players/R/RogeBi20.htm,False,Bill Rogers,T,1938-1944
/players/R/RogeCa20.htm,False,Carlos Rogers,DB,2005-2014
/players/R/RogeCh01.htm,False,Charles Rogers,WR,2003-2005
/players/R/RogeCh20.htm,False,Charley Rogers,B,1927-1929
/players/R/RogeCh00.htm,False,Charlie Rogers,RB,1999-2003
/players/R/RogeCh02.htm,True,Chester Rogers,WR,2016-2016
/players/R/RogeCh21.htm,False,Chris Rogers,DB,1999-1999
/players/R/RogeCu20.htm,False,Cullen Rogers,HB,1946-1946
/players/R/RogeDa01.htm,False,Da'Rick Rogers,WR,2013-2013
/players/R/RogeDo20.htm,False,Don Rogers,C-G,1960-1964
/players/R/RogeDo21.htm,False,Don Rogers,DB,1984-1985
/players/R/RogeDo22.htm,False,Doug Rogers,DE,1982-1986
/players/R/RogeEl00.htm,True,Eli Rogers,WR,2016-2016
/players/R/RogeGe00.htm,False,George Rogers,RB,1981-1987
/players/R/RogeGl20.htm,False,Glenn Rogers,DB,1991-1991
/players/R/RogeGl21.htm,False,Glynn Rogers,G,1939-1939
/players/R/RogeJa20.htm,False,Jacob Rogers,T,2004-2004
/players/R/RogeJa01.htm,False,James Rogers,DB,2012-2012
/players/R/RogeJi00.htm,False,Jimmy Rogers,RB,1980-1984
/players/R/RogeJo20.htm,False,John Rogers,C,1933-1934
/players/R/RogeJu99.htm,False,Justin Rogers,LB,2007-2009
/players/R/RogeJu00.htm,True,Justin Rogers,DB,2011-2015
/players/R/RogeLa20.htm,False,Lamar Rogers,DE,1991-1992
/players/R/RogeMe20.htm,False,Mel Rogers,LB,1971-1977
/players/R/RogeNi20.htm,False,Nick Rogers,LB,2002-2005
/players/R/RogeRe20.htm,False,Reggie Rogers,DE,1987-1992
/players/R/RogeRo99.htm,False,Roderick Rogers,S,2007-2008
/players/R/RogeSa20.htm,False,Sam Rogers,LB,1994-2003
/players/R/RogeSh99.htm,False,Shaun Rogers,DT,2001-2013
/players/R/RogeSt20.htm,False,Stan Rogers,T,1975-1975
/players/R/RogeSt00.htm,False,Steve Rogers,RB,1975-1976
/players/R/RogeSt21.htm,False,Steve Rogers,T,1987-1987
/players/R/RogeTa00.htm,False,Taveon Rogers,CB,2012-2012
/players/R/RogeTr20.htm,False,Tracy Rogers,LB,1990-1996
/players/R/RogeTy20.htm,False,Tyrone Rogers,DE,1999-2004
/players/R/RogeVi20.htm,False,Victor Rogers,T,2004-2004
/players/R/RogeWa20.htm,False,Walt Rogers,FB-LB,1921-1922
/players/R/RoggGe20.htm,False,George Rogge,E,1931-1934
/players/R/RoggTo20.htm,False,Tom Roggeman,G,1956-1957
/players/R/RohdLe00.htm,False,Len Rohde,T,1960-1974
/players/R/RohlGe20.htm,False,George Rohleder,G-T-FB,1925-1926
/players/R/RohrJe20.htm,False,Jeff Rohrer,LB,1982-1987
/players/R/RohrHe20.htm,False,Herm Rohrig,WB-HB,1941-1947
/players/R/RohsTu20.htm,False,Tubby Rohsenberger,T,1921-1921
/players/R/RokiJo20.htm,False,John Rokisky,DE-E,1946-1948
/players/R/RolaBe20.htm,False,Benji Roland,DE,1990-1990
/players/R/RolaDe20.htm,False,Dennis Roland,T,2008-2013
/players/R/RolaJo00.htm,False,Johnny Roland,RB,1966-1973
/players/R/RollAn20.htm,True,Antrel Rolle,DB,2005-2015
/players/R/RollBr00.htm,False,Brian Rolle,LB,2011-2012
/players/R/RollBu00.htm,False,Butch Rolle,TE,1986-1993
/players/R/RollDa00.htm,False,Dave Rolle,FB,1960-1960
/players/R/RollJu00.htm,True,Jumal Rolle,CB,2014-2015
/players/R/RollSa00.htm,False,Samari Rolle,DB,1998-2008
/players/R/RollDa20.htm,False,Dave Roller,DT,1971-1980
/players/R/RollHe20.htm,False,Henry Rolling,LB,1988-1994
/players/R/RollQu00.htm,True,Quinten Rollins,CB,2015-2016
/players/R/RomaGe20.htm,False,George Roman,T,1948-1950
/players/R/RomaJo20.htm,False,John Roman,T-G,1976-1982
/players/R/RomaMa20.htm,False,Mark Roman,DB,2000-2009
/players/R/RomaNi20.htm,False,Nick Roman,DE,1970-1974
/players/R/RomaSt00.htm,False,Steve Romanik,QB,1950-1954
/players/R/RomaJi20.htm,False,Jim Romaniszyn,LB,1973-1976
/players/R/RomaJi21.htm,False,Jim Romano,C,1982-1986
/players/R/RomaBi00.htm,False,Bill Romanowski,LB,1988-2003
/players/R/RomaDa20.htm,False,Dave Romasko,RB,1987-1987
/players/R/RombBr20.htm,False,Brett Romberg,C,2006-2011
/players/R/RombRu20.htm,False,Rudy Romboli,FB-LB,1946-1948
/players/R/RomeSt00.htm,False,Stan Rome,WR,1979-1982
/players/R/RomeTa20.htm,False,Tag Rome,WR,1987-1987
/players/R/RomeTo00.htm,False,Tony Romeo,TE,1961-1967
/players/R/RomeRi20.htm,False,Rich Romer,LB,1988-1989
/players/R/RomeDa20.htm,False,Dario Romero,DT,2003-2004
/players/R/RomeRa20.htm,False,Ray Romero,G,1951-1951
/players/R/RomeCh20.htm,False,Charles Romes,DB,1977-1987
/players/R/RomeGr00.htm,False,Greg Romeus,DL,2012-2012
/players/R/RomiAl20.htm,False,Al Romine,DB-HB,1955-1961
/players/R/RomnMi20.htm,False,Milt Romney,B,1923-1928
/players/R/RomoTo00.htm,True,Tony Romo,QB,2004-2015
/players/R/RonzGe20.htm,False,Gene Ronzani,B,1933-1945
/players/R/RoonBi20.htm,False,Bill Rooney,B-C,1923-1929
/players/R/RoonCo20.htm,False,Cobb Rooney,B,1924-1930
/players/R/RoonJo20.htm,False,Joe Rooney,E-T,1923-1928
/players/R/RoopMa20.htm,False,Mark Roopenian,NT,1982-1983
/players/R/RoosMi20.htm,False,Michael Roos,T,2005-2014
/players/R/RoosNa00.htm,False,Naaman Roosevelt,WR,2010-2011
/players/R/RootJi20.htm,False,Jim Root,QB,1953-1956
/players/R/RopeDe20.htm,False,Dedrick Roper,LB,2005-2006
/players/R/RopeJo20.htm,False,John Roper,LB,1989-1993
/players/R/RoquJu20.htm,False,Juan Roque,T,1997-1999
/players/R/RoquDu20.htm,False,Durwood Roquemore,DB,1982-1987
/players/R/RoriJi20.htm,False,Jim Rorison,T,1938-1938
/players/R/RorkSp20.htm,False,Spencer Rork,B,1922-1922
/players/R/RosaDa20.htm,False,Dan Rosado,C-G,1987-1988
/players/R/RosaDa00.htm,True,Dante Rosario,TE,2007-2014
/players/R/RosaNe00.htm,False,Nelson Rosario,TE,2012-2012
/players/R/RosaSa20.htm,False,Sal Rosato,FB,1945-1947
/players/R/RosaRu20.htm,False,Rudy Rosatti,T,1923-1928
/players/R/RosdHa20.htm,False,Hatch Rosdahl,DE-DT,1964-1966
/players/R/RoseAl20.htm,False,Al Rose,E,1930-1936
/players/R/RoseBa20.htm,False,Barry Rose,WR,1993-1993
/players/R/RoseCa20.htm,False,Carlton Rose,LB,1987-1987
/players/R/RoseDo20.htm,False,Donovan Rose,DB,1980-1987
/players/R/RoseGe21.htm,False,Gene Rose,B,1929-1932
/players/R/RoseGe20.htm,False,Gene Rose,E,1936-1936
/players/R/RoseGe22.htm,False,George Rose,DB,1964-1967
/players/R/RoseJo00.htm,False,Joe Rose,TE,1980-1987
/players/R/RoseKe20.htm,False,Ken Rose,LB,1987-1994
/players/R/RoseLo00.htm,True,Lowell Rose,CB,2014-2014
/players/R/RoseTa20.htm,False,Tam Rose,TB-HB,1921-1921
/players/R/RoseJi20.htm,False,Jim Rosecrans,LB,1976-1976
/players/R/RoseRo20.htm,False,Rocky Rosema,LB,1968-1971
/players/R/RoseSt20.htm,False,Stan Rosen,BB-TB,1929-1929
/players/R/RoseTi00.htm,False,Timm Rosenbach,QB,1989-1992
/players/R/RoseSa00.htm,False,Sage Rosenfels,QB,2002-2010
/players/R/RoseEr20.htm,False,Erik Rosenmeier,C,1987-1987
/players/R/RoseBo20.htm,False,Bob Rosenstiel,TE,1997-1997
/players/R/RoseMi20.htm,False,Mike Rosenthal,T-G,1999-2006
/players/R/RoseTe20.htm,False,Ted Rosequist,T,1934-1937
/players/R/RoskKe20.htm,False,Ken Roskie,FB,1946-1948
/players/R/RosnTe20.htm,False,Ted Rosnagle,DB,1985-1987
/players/R/RossAa99.htm,True,Aaron Ross,DB,2007-2013
/players/R/RossAd20.htm,False,Adrian Ross,LB,1998-2003
/players/R/RossAl20.htm,False,Alvin Ross,RB,1987-1987
/players/R/RossBr00.htm,True,Brandian Ross,CB,2012-2015
/players/R/RossCo00.htm,False,Cory Ross,RB,2006-2007
/players/R/RossDa00.htm,False,Dan Ross,TE,1979-1986
/players/R/RossDa01.htm,False,Dave Ross,E,1960-1960
/players/R/RossDe20.htm,False,Derek Ross,DB,2002-2004
/players/R/RossDe00.htm,False,Derrick Ross,RB,2006-2006
/players/R/RossDo20.htm,False,Dominique Ross,RB,1995-1996
/players/R/RossGe20.htm,False,Gerard Ross,DB,2006-2006
/players/R/RossJa00.htm,False,Jay Ross,DT,2012-2013
